Section,Title,Summary
Arts,"In London, a Showcase of Art From the South Asian Diaspora","The collector and curator Rajan Bijlani will showcase the works of six artists and his sizable design collection in “Syncretic Voices,” a Frieze Week exhibition."
Arts,Artist Lee Bul Ruffles the Met’s Staid Niches,The artist for the fifth Facade Commission created Cubist sculptures that look forward and backward. The question is what more the Met can do going forward.
Arts,"In Tokyo, a Small Gallery Focuses on Conceptual Art","Striving to be unique, it is bringing attention to artists from around the world whose works have rarely been seen in Japan."
Arts,"As Taylor Swift and Others Revive Cassettes, Fans Look for Tape Decks","Musicians and fans have developed a new taste for an old format, but manufacturers largely stopped making players. Listeners are finding creative (and vintage) solutions."
Arts,Tehching Hsieh Changed the Art World. Then He Left It All Behind.,"With his extreme performance art, Tehching Hsieh gave the word endurance new meaning. In retirement, he’s working on cementing his legacy."
Arts,Frieze London: Billy Childish Refuses All Labels,"The British musician, artist and writer will do a live painting session at Frieze London. These days he’s focusing on landscapes and his family."
Arts,Late Night Sums Up a Strangely Chill VP Debate,"Jimmy Fallon said viewers “were expecting a horror movie, but instead, they got a Hallmark movie.”"
Economy,Ports Rush to Reopen After Dockworker Strike Is Suspended,"Days after tens of thousands of longshoreman along the East and Gulf Coasts walked out, their union and their bosses reached a tentative agreement on wages."
Economy,"Port Strike’s End Is an Economic Relief to Savannah, Ga.","The Georgia city is a picturesque tourist destination. It’s also the No. 2 ocean cargo hub on the East Coast, and the dock strike’s quick end was a relief."
Economy,Jobs Report Gives Kamala Harris Another Boost,"Recent reports have shown inflation slowing and the economy growing at a robust clip. The Fed has also cut interest rates, bringing mortgage rates down."
Economy,A Strong Jobs Report Suggests the Economy Is More Resilient Than We Thought,"After months of wobbling, a fresh jobs report showed that hiring and wage growth are strong, aligning with other robust economic data."
Economy,"U.S. Employers Add 254,000 Jobs in September as Economic Growth Remains Solid","U.S. employers added 254,000 jobs in September, a sign that economic growth remained solid. The unemployment rate fell to 4.1 percent."
Economy,The Pandemic Small Business Boom Is Still Helping to Fuel the Economy,"A record surge in new businesses has helped drive job growth, and could have longer-term benefits."
Economy,Port Strike Suspended After Dockworkers’ Union Receives New Wage Offer,"The International Longshoremen’s Association received a new wage offer and will halt its walkout at East and Gulf Coast ports, which began Tuesday."
Economy,U.S. Faces Economic Turbulence Just as Recession Fears Eased,"War in the Middle East, a strike by port workers and a devastating hurricane injected uncertainty into the U.S. economy."
Economy,"Harold Daggett, Port Strike Leader, Seeks Big Raises for Dockworkers",Harold J. Daggett is seeking big raises for longshoremen on the East and Gulf Coasts who have fallen behind workers on the West Coast.
Economy,"Trump and Harris Want to Revive Manufacturing, but How Much Could They Actually Do?","The policy focus on the industry has changed from job quantity to job quality. And while federal incentives matter, local factors are more important."
Economy,The Whiskey Industry Is Bracing for a Trade War if Trump Wins. It’s Not Alone.,"Business owners and foreign governments are preparing for high tariffs and trade disruptions, depending on the outcome of the election."
